artist,album,track,date
Rina Sawayama,Sawayama,Fuck This World (Interlude),17 Apr 2020 21:10
Rina Sawayama,Sawayama,Bad Friend,17 Apr 2020 21:07
Rina Sawayama,Sawayama,Love Me 4 Me,17 Apr 2020 21:04
Rina Sawayama,Sawayama,Paradisin',17 Apr 2020 20:37
Rina Sawayama,Sawayama,Akasaka Sad,17 Apr 2020 20:36
Rina Sawayama,Sawayama,Comme des Garçons (Like the Boys),17 Apr 2020 20:33
Rina Sawayama,Sawayama,STFU!,17 Apr 2020 20:30
Rina Sawayama,Sawayama,Xs,17 Apr 2020 20:26
Rina Sawayama,Sawayama,Dynasty,17 Apr 2020 20:23
Fiona Apple,Fetch the Bolt Cutters,Newspaper,17 Apr 2020 20:20
Fiona Apple,Fetch the Bolt Cutters,Rack of His,17 Apr 2020 20:16
Fiona Apple,Fetch the Bolt Cutters,Rack of His,17 Apr 2020 20:12
Fiona Apple,Fetch the Bolt Cutters,Relay,17 Apr 2020 20:11
Fiona Apple,Fetch the Bolt Cutters,Under The Table,17 Apr 2020 20:07
Fiona Apple,Fetch the Bolt Cutters,Fetch the Bolt Cutters,17 Apr 2020 20:03
Fiona Apple,Fetch the Bolt Cutters,Shameika,17 Apr 2020 19:58
Fiona Apple,Fetch the Bolt Cutters,I Want You To Love Me,17 Apr 2020 19:54
The Strokes,The New Abnormal,Ode to the Mets,17 Apr 2020 19:49
The Strokes,The New Abnormal,Not the Same Anymore,17 Apr 2020 19:43
The Strokes,The New Abnormal,Why Are Sunday's So Depressing,17 Apr 2020 19:37
The Strokes,The New Abnormal,At The Door,17 Apr 2020 19:32
The Strokes,The New Abnormal,Eternal Summer,17 Apr 2020 19:27
The Strokes,The New Abnormal,Brooklyn Bridge to Chorus,17 Apr 2020 19:21
The Strokes,The New Abnormal,The Adults Are Talking,17 Apr 2020 19:17
The Weeknd,After Hours (Deluxe),Escape From LA,17 Apr 2020 19:12
The Weeknd,After Hours (Deluxe),Snowchild,17 Apr 2020 19:06
The Weeknd,After Hours (Deluxe),Scared to Live,17 Apr 2020 19:02
The Weeknd,After Hours (Deluxe),Hardest To Love,17 Apr 2020 18:59
The Weeknd,After Hours (Deluxe),Too Late,17 Apr 2020 18:55
The Weeknd,After Hours (Deluxe),Alone Again,17 Apr 2020 18:51
The Weeknd,After Hours (Deluxe),Scared To Live (SNL Live),17 Apr 2020 18:47
The Weeknd,After Hours (Deluxe),After Hours (The Blaze Remix),17 Apr 2020 18:43
The Weeknd Lil Uzi Vert,After Hours (Deluxe),Heartless (Vapor Wave Remix),17 Apr 2020 18:39
The Weeknd Lil Uzi Vert,After Hours (Deluxe),Heartless (Vapor Wave Remix),17 Apr 2020 18:37
The Weeknd,After Hours (Deluxe),Save Your Tears (OPN Remix),17 Apr 2020 18:34
The Weeknd Chromatics,After Hours (Deluxe),Blinding Lights (Chromatics Remix),17 Apr 2020 18:30
The Weeknd,After Hours (Deluxe),Until I Bleed Out,17 Apr 2020 18:26
The Weeknd,After Hours (Deluxe),After Hours,17 Apr 2020 18:23
The Weeknd,After Hours (Deluxe),Repeat After Me (Interlude),17 Apr 2020 18:17
The Weeknd,After Hours (Deluxe),Save Your Tears,17 Apr 2020 18:13
The Weeknd,After Hours (Deluxe),Until I Bleed Out,17 Apr 2020 18:10
The Weeknd,After Hours (Deluxe),After Hours,17 Apr 2020 18:06
The Weeknd,After Hours (Deluxe),Repeat After Me (Interlude),17 Apr 2020 18:00
The Weeknd,After Hours (Deluxe),Save Your Tears,17 Apr 2020 17:57
The Weeknd,After Hours (Deluxe),In Your Eyes,17 Apr 2020 17:54
The Weeknd,After Hours (Deluxe),Blinding Lights,17 Apr 2020 17:50
The Weeknd,After Hours (Deluxe),Faith,17 Apr 2020 17:46
Silver Jews,Starlite Walker,Advice to the Graduate,17 Apr 2020 17:42
Silver Jews,Starlite Walker,The Moon is the Number 18,17 Apr 2020 17:39
Silver Jews,Starlite Walker,Trains Across the Sea,17 Apr 2020 17:36
Silver Jews,Starlite Walker,Introduction II,17 Apr 2020 17:32
Silver Jews,American Water,The Wild Kindness,17 Apr 2020 17:31
Silver Jews,The Natural Bridge,How to Rent a Room,17 Apr 2020 17:24
Silver Jews,The Natural Bridge,Pretty Eyes,17 Apr 2020 17:21
Silver Jews,The Natural Bridge,The Frontier Index,17 Apr 2020 17:16
Silver Jews,The Natural Bridge,Albemarle Station,17 Apr 2020 17:13
Silver Jews,The Natural Bridge,Inside the Golden Days of Missing You,17 Apr 2020 17:09
Silver Jews,The Natural Bridge,Dallas,17 Apr 2020 17:07
Silver Jews,The Natural Bridge,The Right to Remain Silent,17 Apr 2020 17:02
Silver Jews,The Natural Bridge,Ballad of Reverend War Character,17 Apr 2020 17:00
Silver Jews,The Natural Bridge,Black and Brown Blues,17 Apr 2020 16:56
Silver Jews,The Natural Bridge,Pet Politics,17 Apr 2020 16:52
Silver Jews,The Natural Bridge,How to Rent a Room,17 Apr 2020 16:48
Silver Jews,The Natural Bridge,Pretty Eyes,17 Apr 2020 16:45
Silver Jews,The Natural Bridge,The Frontier Index,17 Apr 2020 16:41
Silver Jews,The Natural Bridge,Albemarle Station,17 Apr 2020 16:37
Silver Jews,The Natural Bridge,Inside the Golden Days of Missing You,17 Apr 2020 16:33
Silver Jews,The Natural Bridge,Dallas,17 Apr 2020 16:31
Silver Jews,The Natural Bridge,The Right to Remain Silent,17 Apr 2020 16:27
Silver Jews,The Natural Bridge,Ballad of Reverend War Character,17 Apr 2020 16:24
Silver Jews,The Natural Bridge,Black and Brown Blues,17 Apr 2020 16:20
Silver Jews,The Natural Bridge,Pet Politics,17 Apr 2020 16:16
Silver Jews,The Natural Bridge,How to Rent a Room,17 Apr 2020 16:10
Silver Jews,American Water,We Are Real,17 Apr 2020 16:07
Silver Jews,American Water,Blue Arrangements,17 Apr 2020 15:49
Silver Jews,American Water,People,17 Apr 2020 15:45
Silver Jews,American Water,Federal Dust,17 Apr 2020 15:40
Silver Jews,American Water,Night Society,17 Apr 2020 15:36
Silver Jews,American Water,Smith & Jones Forever,17 Apr 2020 15:34
Silver Jews,American Water,Random Rules,17 Apr 2020 15:30
Queens of the Stone Age,Villains,Villains of Circumstance,17 Apr 2020 15:26
David Bowie,ChangesNowBowie,Aladdin Sane,17 Apr 2020 14:58
David Bowie,ChangesNowBowie,The Man Who Sold the World,17 Apr 2020 14:32
David Bowie,ChangesNowBowie,Quicksand,17 Apr 2020 14:28
David Bowie,ChangesNowBowie,Andy Warhol,17 Apr 2020 14:23
David Bowie,ChangesNowBowie,Repetition,17 Apr 2020 14:20
David Bowie,ChangesNowBowie,The Supermen,17 Apr 2020 14:17
David Bowie,ChangesNowBowie,Lady Stardust,17 Apr 2020 14:14
Dua Lipa,Don't Start Now (Purple Disco Machine Remix),Don't Start Now,17 Apr 2020 14:10
David Bowie,ChangesNowBowie,Shopping For Girls,17 Apr 2020 14:08
David Bowie,ChangesNowBowie,White Light/White Heat,17 Apr 2020 14:05
David Bowie,ChangesNowBowie,Aladdin Sane,17 Apr 2020 14:01
David Bowie,ChangesNowBowie,The Man Who Sold the World,17 Apr 2020 13:58
Queens of the Stone Age,Villains,Villains of Circumstance,16 Apr 2020 22:32
Queens of the Stone Age,Villains,The Evil Has Landed,16 Apr 2020 22:26
Queens of the Stone Age,Villains,Hideaway,16 Apr 2020 22:20
Queens of the Stone Age,Villains,Un-Reborn Again,16 Apr 2020 22:13
Queens of the Stone Age,Villains,Head Like a Haunted House,16 Apr 2020 22:07
Queens of the Stone Age,Villains,Fortress,16 Apr 2020 22:03
Queens of the Stone Age,Villains,Domesticated Animals,16 Apr 2020 21:58
Queens of the Stone Age,Villains,The Way You Used to Do,16 Apr 2020 21:52
Queens of the Stone Age,Villains,Feet Don't Fail Me,16 Apr 2020 21:48
Queens of the Stone Age,...Like Clockwork,…Like Clockwork,16 Apr 2020 18:17
Queens of the Stone Age,...Like Clockwork,I Appear Missing,16 Apr 2020 18:12
Queens of the Stone Age,...Like Clockwork,Smooth Sailing,16 Apr 2020 18:06
Queens of the Stone Age,...Like Clockwork,Fairweather Friends,16 Apr 2020 18:01
Queens of the Stone Age,...Like Clockwork,Kalopsia,16 Apr 2020 17:57
Queens of the Stone Age,...Like Clockwork,My God Is the Sun,16 Apr 2020 16:54
Queens of the Stone Age,...Like Clockwork,If I Had a Tail,16 Apr 2020 16:50
Queens of the Stone Age,...Like Clockwork,The Vampyre of Time and Memory,16 Apr 2020 16:45
Queens of the Stone Age,...Like Clockwork,I Sat by the Ocean,16 Apr 2020 16:41
Queens of the Stone Age,...Like Clockwork,Keep Your Eyes Peeled,16 Apr 2020 16:37
Car Seat Headrest,Teens Of Denial,Drunk Drivers/Killer Whales,16 Apr 2020 16:32
Car Seat Headrest,Teens Of Denial,(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem),16 Apr 2020 15:40
Car Seat Headrest,Teens Of Denial,Destroyed By Hippie Powers,16 Apr 2020 15:34
Car Seat Headrest,Teens Of Denial,Vincent,16 Apr 2020 15:29
Car Seat Headrest,Teens Of Denial,Fill In The Blank,16 Apr 2020 15:21
Car Seat Headrest,Can't Cool Me Down,Can't Cool Me Down,16 Apr 2020 15:17
Car Seat Headrest,Martin,Martin,16 Apr 2020 15:05
Car Seat Headrest,Martin,Martin,16 Apr 2020 15:01
Car Seat Headrest,Martin,Martin,16 Apr 2020 14:58
Car Seat Headrest,Martin,Martin,16 Apr 2020 14:54
Car Seat Headrest,Martin,Martin,16 Apr 2020 14:51
Joji,Gimme Love,Gimme Love,16 Apr 2020 14:31
Joji,Gimme Love,Gimme Love,16 Apr 2020 14:30
Car Seat Headrest,Hollywood,Hollywood,16 Apr 2020 14:27
Car Seat Headrest,Hollywood,Hollywood,16 Apr 2020 14:26
BACKxWASH,BLACK SAILOR MOON,BLACK SAILOR MOON,16 Apr 2020 02:54
BACKxWASH,BLACK SAILOR MOON,HETERONOMY,16 Apr 2020 02:50
BACKxWASH,Deviancy,DONT COME TO THE WOODS,16 Apr 2020 02:49
BACKxWASH,Deviancy,Burn Me At The Stake,16 Apr 2020 02:49
BACKxWASH,Deviancy,You Like My Body The Way It Is,16 Apr 2020 02:46
BACKxWASH,Deviancy,I WILL MEET YOU BY THE RIVER,16 Apr 2020 02:42
BACKxWASH,Deviancy,Deviancy,16 Apr 2020 02:40
BACKxWASH,Deviancy,BAD JUJU,16 Apr 2020 02:37
BACKxWASH,Deviancy,Devil In A Moshpit,16 Apr 2020 02:33
BACKxWASH,Deviancy,DONT COME TO THE WOODS,16 Apr 2020 02:30
BACKxWASH,Deviancy,Burn Me At The Stake,16 Apr 2020 02:28
BACKxWASH,Deviancy,You Like My Body The Way It Is,16 Apr 2020 02:24
BACKxWASH,Deviancy,I WILL MEET YOU BY THE RIVER,16 Apr 2020 02:21
BACKxWASH,Deviancy,Deviancy,16 Apr 2020 02:19
BACKxWASH,Deviancy,BAD JUJU,16 Apr 2020 02:16
BACKxWASH,Deviancy,Devil In A Moshpit,16 Apr 2020 02:11
BACKxWASH,Deviancy,DONT COME TO THE WOODS,16 Apr 2020 02:09
BACKxWASH,Spells (feat. Devi McCallion),Spells (feat. Devi McCallion),16 Apr 2020 02:06
BACKxWASH,Spells (feat. Devi McCallion),Spells (feat. Devi McCallion),16 Apr 2020 02:05
BACKxWASH,Spells (feat. Devi McCallion),Spells (feat. Devi McCallion),16 Apr 2020 02:03
David Bowie,Young Americans (2016 Remastered Version),Young Americans (2016 remaster),16 Apr 2020 01:54
David Bowie,Lodger (2017 Remastered Version),African Night Flight (2017 remaster),16 Apr 2020 01:49
David Bowie,Diamond Dogs (2016 Remastered Version),Diamond Dogs (2016 Remaster),16 Apr 2020 01:45
Nine Inch Nails,The Downward Spiral,Reptile,16 Apr 2020 01:38
Nine Inch Nails,The Fragile,Into the Void,16 Apr 2020 01:33
David Bowie,1. Outside,I Have Not Been To Oxford Town,16 Apr 2020 01:29
David Bowie,Heathen,5:15 the Angels Have Gone,16 Apr 2020 01:24
David Bowie,Blackstar,Sue (Or in a Season of Crime),16 Apr 2020 01:19
Toto,Toto IV,Africa,16 Apr 2020 00:28
98º Stevie Wonder,98º And Rising,True To Your Heart (Album Version),16 Apr 2020 00:23
98º,98º And Rising,Do You Wanna Dance (Album Version),16 Apr 2020 00:18
98º,98º And Rising,Give It Up (Interlude) (Album Version),16 Apr 2020 00:14
98º,98º And Rising,Heat It Up (Album Version),16 Apr 2020 00:12
Childish Gambino,Awaken My Love!,Have Some Love,15 Apr 2020 17:02
Childish Gambino,Awaken My Love!,Have Some Love,15 Apr 2020 16:58
King Crimson,Discipline,Matte Kudasai,15 Apr 2020 16:52
100 gecs,100 gecs,bloodstains,15 Apr 2020 16:35
100 gecs,100 gecs,gum,15 Apr 2020 16:33
100 gecs,100 gecs,dog food,15 Apr 2020 16:30
JPEGMAFIA,Covered In Money!,Covered In Money!,15 Apr 2020 16:28
JPEGMAFIA,Covered In Money!,Covered In Money!,15 Apr 2020 16:19
JPEGMAFIA,Covered In Money!,Covered In Money!,15 Apr 2020 16:15
Purple Mountains,Purple Mountains,All My Happiness Is Gone,15 Apr 2020 15:58
Purple Mountains,Purple Mountains,That's Just The Way That I Feel,15 Apr 2020 15:54
Purple Mountains,Purple Mountains,Maybe I'm The Only One For Me,15 Apr 2020 15:51
The Necks,Open,Open,15 Apr 2020 15:44
The Necks,Body,Body,15 Apr 2020 15:23
Nine Inch Nails,The Downward Spiral,A Warm Place,15 Apr 2020 15:08
Nine Inch Nails,The Downward Spiral,A Warm Place,15 Apr 2020 15:04
Nine Inch Nails,The Downward Spiral,A Warm Place,15 Apr 2020 15:01
Silver Jews,American Water,Buckingham Rabbit,15 Apr 2020 14:58
Silver Jews,American Water,Like Like the the the Death,15 Apr 2020 14:53
Silver Jews,American Water,Send in the Clouds,15 Apr 2020 14:49
Silver Jews,American Water,We Are Real,15 Apr 2020 14:43
Silver Jews,American Water,Blue Arrangements,15 Apr 2020 14:39
Silver Jews,American Water,People,15 Apr 2020 14:34
Silver Jews,American Water,Federal Dust,15 Apr 2020 14:30
Silver Jews,American Water,Night Society,15 Apr 2020 14:26
Silver Jews,American Water,Smith & Jones Forever,15 Apr 2020 14:23
Silver Jews,American Water,Random Rules,15 Apr 2020 14:20
Silver Jews,American Water,The Wild Kindness,15 Apr 2020 14:16
Silver Jews,American Water,Honk If You're Lonely,15 Apr 2020 14:08
Silver Jews,American Water,Buckingham Rabbit,15 Apr 2020 14:05
Silver Jews,American Water,Like Like the the the Death,15 Apr 2020 14:00
Silver Jews,American Water,Send in the Clouds,15 Apr 2020 13:56
Silver Jews,American Water,We Are Real,15 Apr 2020 13:51
Silver Jews,American Water,Blue Arrangements,15 Apr 2020 13:47
Silver Jews,American Water,People,15 Apr 2020 13:42
Silver Jews,American Water,Federal Dust,15 Apr 2020 13:37
Silver Jews,American Water,Night Society,15 Apr 2020 13:33
Silver Jews,American Water,Smith & Jones Forever,15 Apr 2020 13:31
Silver Jews,American Water,Random Rules,15 Apr 2020 13:28
Slint,Spiderland,Nosferatu Man,15 Apr 2020 13:24
Slint,Spiderland,Breadcrumb Trail,15 Apr 2020 13:19
Slint,Spiderland,Good Morning Captain,15 Apr 2020 13:13
Slint,Spiderland,for dinner…,15 Apr 2020 13:07
Slint,Spiderland,Washer,15 Apr 2020 13:04
Slint,Spiderland,Don Aman,15 Apr 2020 12:55
Slint,Spiderland,Nosferatu Man,15 Apr 2020 12:49
Slint,Spiderland,Breadcrumb Trail,15 Apr 2020 12:43
The Strokes,The New Abnormal,At The Door,15 Apr 2020 06:17
The Strokes,The New Abnormal,Eternal Summer,15 Apr 2020 06:11
The Strokes,The New Abnormal,Bad Decisions,15 Apr 2020 06:05
The Strokes,The New Abnormal,Brooklyn Bridge to Chorus,15 Apr 2020 06:00
The Strokes,The New Abnormal,Selfless,15 Apr 2020 05:56
The Strokes,The New Abnormal,The Adults Are Talking,15 Apr 2020 05:53
The Strokes,The New Abnormal,Ode to the Mets,15 Apr 2020 05:47
The Strokes,The New Abnormal,Not the Same Anymore,15 Apr 2020 05:42
The Strokes,The New Abnormal,Why Are Sunday's So Depressing,15 Apr 2020 05:36
The Strokes,The New Abnormal,At The Door,15 Apr 2020 05:31
The Strokes,The New Abnormal,Eternal Summer,15 Apr 2020 05:26
The Strokes,The New Abnormal,Bad Decisions,15 Apr 2020 03:39
The Strokes,The New Abnormal,Brooklyn Bridge to Chorus,15 Apr 2020 03:34
The Strokes,The New Abnormal,Selfless,15 Apr 2020 03:30
The Strokes,The New Abnormal,The Adults Are Talking,15 Apr 2020 03:27
Swans,The Burning World,God Damn the Sun,15 Apr 2020 03:04
Swans,The Burning World,God Damn the Sun,15 Apr 2020 02:58
Oliver Tree,,Let Me Down,15 Apr 2020 01:30
Oliver Tree,Hurt,Hurt,15 Apr 2020 01:29
Oliver Tree,let me down,Let Me Down,15 Apr 2020 01:10
Oliver Tree,let me down,Let Me Down,15 Apr 2020 01:09
Oliver Tree,let me down,Let Me Down,15 Apr 2020 01:07
Oliver Tree,let me down,Let Me Down,15 Apr 2020 01:05
Oliver Tree,let me down,Let Me Down,15 Apr 2020 01:03
Oliver Tree,let me down,Let Me Down,15 Apr 2020 01:01
Oliver Tree,let me down,Let Me Down,15 Apr 2020 00:59
Whethan,Whethan Oliver Tree - When I'm Down (Single),When I'm Down,15 Apr 2020 00:58
Oliver Tree,Hurt,Hurt,15 Apr 2020 00:55
Joji,Run,Run,15 Apr 2020 00:52
Joji,Run,Run,15 Apr 2020 00:49
Joji,Run,Run,15 Apr 2020 00:46
Joji,Run,Run,15 Apr 2020 00:43
Andrea Bocelli,,Ave Maria,14 Apr 2020 23:53
Andrea Bocelli,,Amazing Grace,14 Apr 2020 23:52
Andrea Bocelli,,Domine Deus,14 Apr 2020 23:52
Andrea Bocelli,,Sancta Maria,14 Apr 2020 23:51
Andrea Bocelli,,Ave Maria CG 89a,14 Apr 2020 23:51
Andrea Bocelli,,Panis Angelicus,14 Apr 2020 23:51
Andrea Bocelli,,Panis Angelicus,14 Apr 2020 23:51
Andrea Bocelli,,Music For Hope,14 Apr 2020 23:48
Johann Sebastian Bach,BACH FOR MEDITATION,Ave Maria,14 Apr 2020 17:04
Doja Cat,,Say So,14 Apr 2020 12:59
Robert Emmett Kelly,,Stay the Fuck at Home,14 Apr 2020 02:42
Robert Emmett Kelly,,Stay the Fuck at Home,14 Apr 2020 02:42
Slint,Spiderland,Breadcrumb Trail,13 Apr 2020 03:00
Slint,Spiderland,Good Morning Captain,13 Apr 2020 02:54
Slint,Spiderland,for dinner…,13 Apr 2020 02:46
Slint,Spiderland,Washer,13 Apr 2020 02:41
Slint,Spiderland,Don Aman,13 Apr 2020 02:32
Slint,Spiderland,Nosferatu Man,13 Apr 2020 02:26
Slint,Spiderland,Breadcrumb Trail,13 Apr 2020 02:20
Slint,Spiderland,Good Morning Captain,13 Apr 2020 02:14
Slint,Spiderland,for dinner…,13 Apr 2020 02:07
Slint,Spiderland,Washer,13 Apr 2020 02:02
Slint,Spiderland,Don Aman,13 Apr 2020 01:53
Slint,Spiderland,Nosferatu Man,13 Apr 2020 01:46
Slint,Spiderland,Breadcrumb Trail,13 Apr 2020 01:41
Joji,,pretty boy,13 Apr 2020 01:22
David Bowie,Blackstar,Blackstar,12 Apr 2020 22:39
David Bowie,Heathen,I Took a Trip on a Gemini Spaceship,12 Apr 2020 22:31
Nine Inch Nails,The Fragile,The Wretched,12 Apr 2020 22:28
Nine Inch Nails,Year Zero,Capital G (Album Version),12 Apr 2020 22:23
Queens of the Stone Age,Villains,Villains of Circumstance,12 Apr 2020 22:17
Marilyn Manson,Born Villain,Born Villain,12 Apr 2020 22:11
The Strokes,The New Abnormal,Why Are Sunday's So Depressing,12 Apr 2020 21:52
The Strokes,The New Abnormal,At The Door,12 Apr 2020 21:36
The Strokes,The New Abnormal,Eternal Summer,12 Apr 2020 21:31
King Crimson,Discipline,Matte Kudasai (alternate version),12 Apr 2020 17:18
King Crimson,Discipline,Matte Kudasai,12 Apr 2020 17:14
Swans,To Be Kind,Bring The Sun / Toussaint L'Ouverture,12 Apr 2020 05:51
Swans,To Be Kind,A Little God In My Hands,12 Apr 2020 04:55
Swans,To Be Kind,Just A Little Boy (for Chester Burnett),12 Apr 2020 04:48
Swans,To Be Kind,To Be Kind,12 Apr 2020 04:36
Swans,To Be Kind,Nathalie Neal,12 Apr 2020 04:27
Swans,To Be Kind,Oxygen,12 Apr 2020 04:17
Swans,To Be Kind,Kirsten Supine,12 Apr 2020 04:09
Swans,The Great Annihilator (Remastered),I Am the Sun (live at the Flesh Club),12 Apr 2020 03:58
Swans,The Great Annihilator (Remastered),Out,12 Apr 2020 03:52
Swans,The Great Annihilator (Remastered),The Great Annihilator,12 Apr 2020 03:49
Swans,The Great Annihilator (Remastered),Telepathy,12 Apr 2020 03:12
Swans,The Great Annihilator (Remastered),Where Does a Body End?,12 Apr 2020 02:59
Swans,The Great Annihilator (Remastered),Mother's Milk,12 Apr 2020 02:55
Swans,The Great Annihilator (Remastered),Killing for Company,12 Apr 2020 02:53
Swans,The Great Annihilator (Remastered),Alcohol the Seed,12 Apr 2020 02:46
Swans,The Great Annihilator (Remastered),Warm,12 Apr 2020 02:29
Swans,The Great Annihilator (Remastered),My Buried Child,12 Apr 2020 02:24
Swans,The Great Annihilator (Remastered),Mind/Body/Light/Sound,12 Apr 2020 02:21
Swans,The Great Annihilator (Remastered),Blood Promise,12 Apr 2020 02:16
Swans,The Great Annihilator (Remastered),Mother_Father,12 Apr 2020 02:12
Swans,The Great Annihilator (Remastered),Celebrity Lifestyle,12 Apr 2020 02:08
Swans,Filth,Big Strong Boss,12 Apr 2020 02:03
Swans,Filth,Stay Here,12 Apr 2020 02:00
Swans,The Burning World,God Damn the Sun,12 Apr 2020 01:55
Swans,Holy Money,Coward,12 Apr 2020 01:50
The Strokes,The New Abnormal,The Adults Are Talking,12 Apr 2020 01:45
The Strokes,The New Abnormal,Ode to the Mets,12 Apr 2020 01:40
The Strokes,The New Abnormal,Not the Same Anymore,12 Apr 2020 01:34
The Strokes,The New Abnormal,Why Are Sunday's So Depressing,12 Apr 2020 01:28
The Strokes,The New Abnormal,At The Door,12 Apr 2020 01:23
The Strokes,The New Abnormal,Eternal Summer,12 Apr 2020 01:18
The Strokes,The New Abnormal,Bad Decisions,12 Apr 2020 01:09
The Strokes,The New Abnormal,Brooklyn Bridge to Chorus,12 Apr 2020 01:04
The Strokes,The New Abnormal,Selfless,12 Apr 2020 01:00
Gorillaz,,Aries (feat. Peter Hook and Georgia),11 Apr 2020 03:11
Gorillaz,,Aries,11 Apr 2020 03:10
LOOK MUM NO COMPUTER,,Desperado Vespa,11 Apr 2020 02:49
Marilyn Manson,,What Goes Around Comes Back Around,11 Apr 2020 02:27
David Bowie,Station To Station (2016 Remastered Version),TVC15 (2016 Remaster),10 Apr 2020 22:36
Childish Gambino,Awaken My Love!,Redbone,10 Apr 2020 21:48
Marilyn Manson,The Pale Emperor,Cupid Carries a Gun,10 Apr 2020 21:47
The Strokes,The New Abnormal,Why Are Sunday's So Depressing,10 Apr 2020 17:53
The Strokes,The New Abnormal,At The Door,10 Apr 2020 17:48
The Strokes,The New Abnormal,Eternal Summer,10 Apr 2020 17:43
The Strokes,The New Abnormal,The Adults Are Talking,10 Apr 2020 17:37
The Strokes,The New Abnormal,Ode to the Mets,10 Apr 2020 17:33
The Strokes,The New Abnormal,Not the Same Anymore,10 Apr 2020 17:27
The Strokes,The New Abnormal,Why Are Sunday's So Depressing,10 Apr 2020 17:20
The Strokes,The New Abnormal,At The Door,10 Apr 2020 17:16
The Strokes,The New Abnormal,Eternal Summer,10 Apr 2020 17:11
The Strokes,The New Abnormal,Bad Decisions,10 Apr 2020 17:04
The Strokes,The New Abnormal,Brooklyn Bridge to Chorus,10 Apr 2020 16:59
The Strokes,The New Abnormal,Selfless,10 Apr 2020 16:55
The Strokes,The New Abnormal,The Adults Are Talking,10 Apr 2020 16:52
The Strokes,The New Abnormal,Ode to the Mets,10 Apr 2020 16:46
The Strokes,The New Abnormal,Not the Same Anymore,10 Apr 2020 16:41
The Strokes,The New Abnormal,Why Are Sunday's So Depressing,10 Apr 2020 16:35
The Strokes,The New Abnormal,At The Door,10 Apr 2020 16:30
The Strokes,The New Abnormal,Eternal Summer,10 Apr 2020 16:25
The Strokes,The New Abnormal,Bad Decisions,10 Apr 2020 16:19
The Strokes,The New Abnormal,Brooklyn Bridge to Chorus,10 Apr 2020 16:14
The Strokes,The New Abnormal,Selfless,10 Apr 2020 16:10
The Strokes,The New Abnormal,The Adults Are Talking,10 Apr 2020 16:06
The Strokes,The New Abnormal,Ode to the Mets,10 Apr 2020 16:01
The Strokes,The New Abnormal,Not the Same Anymore,10 Apr 2020 15:55
The Strokes,The New Abnormal,Why Are Sunday's So Depressing,10 Apr 2020 15:50
